time_hour,sin_time,cos_time,is_rush_hour,flow_N,flow_S,flow_E,flow_W,pcu_N_L0,pcu_N_L1,pcu_S_L0,pcu_S_L1,pcu_E_L0,pcu_E_L1,pcu_W_L0,pcu_W_L1,tot_pcu_N,tot_pcu_S,tot_pcu_E,tot_pcu_W,max_wait_sec,active_axis,asym_ratio,optimal_policy_code,optimal_policy_name,optimal_green_sec
21.45,-0.6191,0.7853,0,20.2,26.2,34.1,31.4,3.2,0.7,3.6,2.9,4.6,11.0,7.6,4.4,3.9000000000000004,6.5,15.6,12.0,25.3,EW,1.19,0,BALANCED_PHASE,44.9
12.4,-0.1045,-0.9945,0,38.2,34.3,23.0,36.9,6.0,4.4,1.1,3.1,4.5,4.6,4.1,4.3,10.4,4.2,9.1,8.399999999999999,17.8,NS,1.56,1,N_EXCLUSIVE_GREEN,34.5
14.55,-0.6191,-0.7853,0,89.9,19.3,30.3,31.1,10.1,25.5,1.6,3.9,4.1,1.4,6.0,2.1,35.6,5.5,5.5,8.1,72.9,NS,5.44,1,N_EXCLUSIVE_GREEN,45.0
21.766666666666666,-0.5519,0.8339,0,19.7,18.9,64.7,20.2,1.4,2.7,2.4,3.1,4.0,15.0,1.7,4.5,4.1,5.5,19.0,6.2,26.3,EW,2.98,3,E_EXCLUSIVE_GREEN,45.0
20.35,-0.8166,0.5771,0,18.7,32.2,21.3,102.7,0.5,6.0,4.1,1.4,3.7,3.7,14.1,17.0,6.5,5.5,7.4,31.1,44.2,EW,4.25,4,W_EXCLUSIVE_GREEN,45.0
5.483333333333333,0.9909,0.1349,0,19.3,24.2,76.5,20.9,1.1,6.7,1.6,3.0,5.2,9.5,1.8,3.6,7.800000000000001,4.6,14.7,5.4,18.5,EW,2.98,3,E_EXCLUSIVE_GREEN,45.0
16.8,-0.9511,-0.309,1,12.3,127.2,13.6,71.9,2.9,8.2,11.1,27.9,4.5,1.1,5.8,9.7,11.1,39.0,5.6,15.5,80.4,NS,4.58,2,S_EXCLUSIVE_GREEN,45.0
5.533333333333333,0.9925,0.1219,0,20.7,20.1,34.1,28.6,1.6,1.6,2.6,3.3,1.0,3.8,2.1,5.1,3.2,5.9,4.8,7.199999999999999,12.0,EW,1.27,0,BALANCED_PHASE,26.7
20.316666666666666,-0.8216,0.57,0,36.8,28.4,29.1,31.8,4.5,3.7,2.7,2.5,6.3,2.2,3.6,5.7,8.2,5.2,8.5,9.3,19.0,EW,1.06,0,BALANCED_PHASE,31.2
16.633333333333333,-0.9367,-0.3502,1,14.3,62.6,13.2,57.5,3.9,3.2,6.1,10.6,1.5,1.2,6.5,9.4,7.1,16.7,2.7,15.9,29.4,NS,2.79,2,S_EXCLUSIVE_GREEN,45.0
6.15,0.9992,-0.0393,0,22.1,58.6,30.3,19.4,3.0,3.3,6.6,10.9,2.2,5.1,1.1,3.1,6.3,17.5,7.3,4.2,37.8,NS,2.61,2,S_EXCLUSIVE_GREEN,45.0
17.816666666666666,-0.9988,-0.048,1,14.0,59.6,23.4,115.5,4.4,1.8,2.8,3.6,0.8,5.3,7.8,23.8,6.2,6.4,6.1,31.6,48.0,EW,4.85,4,W_EXCLUSIVE_GREEN,45.0
16.966666666666665,-0.9636,-0.2672,1,12.4,65.9,17.8,73.3,0.4,3.4,6.3,10.9,1.2,3.6,7.7,15.0,3.8,17.2,4.8,22.7,43.4,EW,4.22,4,W_EXCLUSIVE_GREEN,45.0
0.6333333333333333,0.165,0.9863,0,66.6,29.7,32.3,17.8,9.5,10.4,6.8,3.0,8.7,5.3,0.7,1.8,19.9,9.8,14.0,2.5,21.6,NS,2.05,1,N_EXCLUSIVE_GREEN,45.0
3.9833333333333334,0.8638,0.5038,0,24.3,22.9,68.2,26.1,0.3,4.5,3.0,2.8,6.0,23.4,2.4,2.2,4.8,5.8,29.4,4.6,30.6,EW,4.17,3,E_EXCLUSIVE_GREEN,45.0
7.05,0.9625,-0.2714,1,129.6,23.3,73.4,15.8,14.2,18.3,3.3,7.5,11.2,12.1,0.6,4.2,32.5,10.8,23.299999999999997,4.8,64.3,NS,3.66,1,N_EXCLUSIVE_GREEN,45.0
7.933333333333334,0.8746,-0.4848,1,129.3,16.1,49.3,13.4,17.0,23.5,7.1,0.9,3.8,22.3,0.9,0.5,40.5,8.0,26.1,1.4,44.0,NS,5.66,1,N_EXCLUSIVE_GREEN,45.0
18.083333333333332,-0.9998,0.0218,1,26.2,77.9,20.5,50.2,3.7,2.9,14.9,13.6,4.1,5.8,5.1,10.4,6.6,28.5,9.899999999999999,15.5,35.7,NS,3.57,2,S_EXCLUSIVE_GREEN,45.0
2.7666666666666666,0.6626,0.749,0,24.6,24.5,23.1,35.3,0.5,4.5,1.8,3.3,4.5,1.5,4.2,8.0,5.0,5.1,6.0,12.2,23.5,EW,1.73,4,W_EXCLUSIVE_GREEN,38.1
2.8,0.6691,0.7431,0,35.4,20.3,27.5,32.4,1.4,5.7,0.4,0.8,1.9,3.4,2.5,4.2,7.1,1.2000000000000002,5.3,6.7,14.0,EW,1.17,0,BALANCED_PHASE,25.6
4.133333333333334,0.8829,0.4695,0,25.2,21.4,33.2,36.0,8.5,3.9,1.0,2.9,1.5,3.7,3.6,6.0,12.4,3.9,5.2,9.6,19.2,EW,1.36,0,BALANCED_PHASE,32.6
17.166666666666668,-0.9763,-0.2164,1,16.5,64.3,16.8,98.1,2.1,4.9,4.0,8.1,6.2,4.3,12.5,30.3,7.0,12.1,10.5,42.8,72.1,EW,4.35,4,W_EXCLUSIVE_GREEN,45.0
8.55,0.7853,-0.6191,1,141.4,14.5,48.2,14.7,15.1,17.6,4.7,4.2,4.3,9.6,1.7,4.3,32.7,8.9,13.899999999999999,6.0,64.0,NS,4.96,1,N_EXCLUSIVE_GREEN,45.0
19.45,-0.9288,0.3706,1,17.5,120.9,13.4,64.1,2.5,0.9,7.8,15.1,0.0,5.8,10.3,14.5,3.4,22.9,5.8,24.8,39.1,NS,6.36,2,S_EXCLUSIVE_GREEN,45.0
6.983333333333333,0.967,-0.2546,0,39.0,29.8,29.0,28.6,3.2,15.7,4.6,3.9,3.6,3.9,4.0,2.5,18.9,8.5,7.5,6.5,37.1,NS,1.78,1,N_EXCLUSIVE_GREEN,45.0
23.733333333333334,-0.0698,0.9976,0,22.1,25.8,67.5,19.9,0.8,1.6,2.0,4.1,3.7,5.8,2.5,3.3,2.4000000000000004,6.1,9.5,5.8,16.7,EW,2.24,3,E_EXCLUSIVE_GREEN,37.8
12.7,-0.1822,-0.9833,0,20.5,25.0,22.0,21.2,5.0,4.1,0.7,3.1,3.5,5.3,1.1,3.6,9.1,3.8,8.8,4.7,15.5,NS,1.68,1,N_EXCLUSIVE_GREEN,29.2
14.95,-0.6978,-0.7163,0,34.2,23.0,21.5,32.9,1.9,5.4,1.9,2.3,0.4,1.7,8.1,6.7,7.300000000000001,4.199999999999999,2.1,14.8,16.2,EW,3.1,4,W_EXCLUSIVE_GREEN,42.1
3.25,0.7518,0.6593,0,30.8,18.1,108.4,25.5,7.7,3.4,1.3,1.6,14.7,20.2,8.7,5.7,11.1,2.9000000000000004,34.9,14.399999999999999,54.4,EW,2.83,3,E_EXCLUSIVE_GREEN,45.0
0.6166666666666667,0.1607,0.987,0,37.7,25.6,20.4,34.0,10.2,6.4,0.6,2.4,4.6,2.4,6.7,5.6,16.6,3.0,7.0,12.3,18.4,NS,2.8,1,N_EXCLUSIVE_GREEN,45.0
18.233333333333334,-0.9981,0.061,1,13.9,56.6,23.5,53.3,0.2,0.8,6.1,11.8,8.5,1.5,6.2,8.5,1.0,17.9,10.0,14.7,37.9,EW,1.67,4,W_EXCLUSIVE_GREEN,45.0
0.06666666666666667,0.0175,0.9998,0,35.8,22.0,29.0,21.3,4.2,6.5,1.7,1.9,2.8,4.4,1.9,5.1,10.7,3.5999999999999996,7.2,7.0,12.9,NS,2.1,1,N_EXCLUSIVE_GREEN,34.1
1.2333333333333334,0.3173,0.9483,0,74.8,24.2,29.3,24.7,9.7,12.3,0.0,4.3,4.0,2.0,1.3,3.5,22.0,4.3,6.0,4.8,40.3,NS,3.83,1,N_EXCLUSIVE_GREEN,45.0
10.066666666666666,0.4848,-0.8746,0,20.2,32.3,35.0,35.7,1.0,2.4,3.5,5.0,6.0,2.3,1.3,4.9,3.4,8.5,8.3,6.2,16.9,EW,1.13,0,BALANCED_PHASE,29.7
8.7,0.7604,-0.6494,1,60.8,26.9,53.8,17.8,5.2,9.7,2.8,1.9,3.2,8.5,0.4,2.5,14.899999999999999,4.699999999999999,11.7,2.9,23.4,NS,2.56,1,N_EXCLUSIVE_GREEN,45.0
15.216666666666667,-0.7461,-0.6659,0,29.1,28.7,27.4,22.4,1.7,7.5,4.3,3.3,9.3,2.8,5.1,7.9,9.2,7.6,12.100000000000001,13.0,15.3,EW,1.08,0,BALANCED_PHASE,37.5
23.983333333333334,-0.0044,1.0,0,23.0,26.5,23.8,38.4,2.5,2.5,1.3,7.9,3.6,6.8,4.5,4.2,5.0,9.200000000000001,10.4,8.7,10.7,EW,1.3,0,BALANCED_PHASE,33.8
18.5,-0.9914,0.1305,1,24.7,94.3,12.2,53.8,0.6,8.2,16.0,18.1,0.1,0.8,8.6,15.0,8.799999999999999,34.1,0.9,23.6,61.0,NS,3.72,2,S_EXCLUSIVE_GREEN,45.0
7.833333333333333,0.887,-0.4617,1,119.4,12.5,77.9,21.2,15.2,11.8,0.5,1.2,4.5,16.9,3.6,1.7,27.0,1.7,21.4,5.3,50.6,NS,10.82,1,N_EXCLUSIVE_GREEN,45.0
15.85,-0.8457,-0.5336,0,22.5,24.2,34.0,25.9,2.8,2.1,5.2,3.6,3.9,15.9,4.1,4.8,4.9,8.8,19.8,8.899999999999999,23.6,EW,1.82,3,E_EXCLUSIVE_GREEN,45.0
3.1,0.7254,0.6884,0,27.4,39.6,32.1,23.2,5.9,3.2,5.9,11.5,3.7,9.8,0.5,1.5,9.100000000000001,17.4,13.5,2.0,35.7,NS,1.68,2,S_EXCLUSIVE_GREEN,45.0
11.45,0.1435,-0.9897,0,20.0,29.2,27.6,23.2,2.2,5.2,0.7,8.4,1.7,13.9,6.1,10.0,7.4,9.1,15.6,16.1,29.2,EW,1.04,0,BALANCED_PHASE,45.0
23.05,-0.2462,0.9692,0,22.2,31.5,21.9,26.7,4.5,2.1,0.2,7.2,0.9,2.9,2.9,5.5,6.6,7.4,3.8,8.4,16.3,NS,1.19,0,BALANCED_PHASE,27.1
20.1,-0.8526,0.5225,0,30.0,24.0,56.0,24.5,8.6,9.7,2.5,0.9,4.6,4.4,3.3,2.6,18.299999999999997,3.4,9.0,5.9,21.2,EW,1.79,3,E_EXCLUSIVE_GREEN,35.2
3.25,0.7518,0.6593,0,31.0,19.8,22.7,80.1,5.3,7.0,2.4,1.9,0.8,1.8,5.9,9.4,12.3,4.3,2.6,15.3,29.6,EW,4.1,4,W_EXCLUSIVE_GREEN,45.0
4.45,0.9188,0.3947,0,31.4,22.8,32.3,133.3,0.3,7.5,2.2,4.6,0.9,3.7,18.3,15.7,7.8,6.8,4.6000000000000005,34.0,52.9,EW,5.25,4,W_EXCLUSIVE_GREEN,45.0
7.916666666666667,0.8767,-0.481,1,51.0,18.9,60.8,23.8,4.2,6.4,3.7,2.2,6.8,9.4,1.0,2.6,10.600000000000001,5.9,16.2,3.6,28.9,EW,3.2,3,E_EXCLUSIVE_GREEN,45.0
2.466666666666667,0.6018,0.7986,0,25.9,37.7,26.4,22.1,8.3,2.6,2.2,6.2,6.9,3.3,0.4,5.5,10.9,8.4,10.2,5.9,17.4,NS,1.31,0,BALANCED_PHASE,35.3
17.1,-0.9724,-0.2334,1,24.0,56.7,14.9,74.6,2.1,0.8,6.5,14.0,2.0,0.6,8.3,15.8,2.9000000000000004,20.5,2.6,24.1,32.1,EW,6.43,4,W_EXCLUSIVE_GREEN,45.0
1.6833333333333333,0.4266,0.9045,0,20.2,35.1,33.3,33.8,1.2,1.4,4.5,5.5,7.3,2.8,4.3,9.1,2.5999999999999996,10.0,10.1,13.399999999999999,27.7,EW,1.17,0,BALANCED_PHASE,40.6
0.08333333333333333,0.0218,0.9998,0,37.1,23.1,33.7,21.5,13.2,12.6,2.8,3.1,7.0,4.0,4.1,2.1,25.799999999999997,5.9,11.0,6.199999999999999,39.7,NS,3.01,1,N_EXCLUSIVE_GREEN,45.0
7.166666666666667,0.9537,-0.3007,1,60.1,15.2,58.8,18.8,5.1,11.2,1.2,0.7,10.3,10.5,1.3,4.8,16.299999999999997,1.9,20.8,6.1,33.6,EW,3.14,3,E_EXCLUSIVE_GREEN,45.0
13.516666666666667,-0.3867,-0.9222,0,30.6,33.0,38.7,30.7,1.0,6.8,4.9,5.8,5.6,2.3,0.3,5.4,7.8,10.7,7.8999999999999995,5.7,16.1,EW,1.27,0,BALANCED_PHASE,29.4
12.95,-0.2462,-0.9692,0,32.1,19.6,17.9,96.1,3.0,6.4,1.4,1.3,3.7,3.3,19.0,15.6,9.4,2.7,7.0,34.6,59.4,EW,4.86,4,W_EXCLUSIVE_GREEN,45.0
0.4,0.1045,0.9945,0,26.0,26.0,19.6,136.8,1.9,5.0,4.5,5.9,0.9,1.6,15.0,24.0,6.9,10.4,2.5,39.0,80.1,EW,9.59,4,W_EXCLUSIVE_GREEN,45.0
9.45,0.6191,-0.7853,1,70.0,17.6,65.6,19.4,9.6,13.4,4.5,6.9,11.8,10.9,0.2,2.5,23.0,11.4,22.700000000000003,2.7,43.5,NS,2.4,1,N_EXCLUSIVE_GREEN,45.0
22.766666666666666,-0.3173,0.9483,0,26.6,24.5,37.4,31.9,1.8,0.7,1.9,0.7,2.0,4.1,6.0,3.5,2.5,2.5999999999999996,6.1,9.5,12.8,EW,1.31,0,BALANCED_PHASE,32.0
17.7,-0.9969,-0.0785,1,12.5,127.7,18.1,60.4,0.2,3.9,13.9,17.4,0.2,3.1,7.9,8.0,4.1,31.299999999999997,3.3000000000000003,15.9,33.5,NS,8.01,2,S_EXCLUSIVE_GREEN,45.0
22.516666666666666,-0.3786,0.9255,0,21.2,20.2,122.1,24.5,2.2,1.6,1.4,4.1,12.5,26.9,0.4,4.1,3.8000000000000003,5.5,39.4,4.5,73.6,EW,6.45,3,E_EXCLUSIVE_GREEN,45.0
6.05,0.9999,-0.0131,0,35.7,21.0,37.5,26.1,5.5,5.4,1.6,2.1,4.0,10.3,1.2,2.6,10.9,3.7,14.3,3.8,19.0,EW,2.29,3,E_EXCLUSIVE_GREEN,42.3
17.05,-0.9692,-0.2462,1,19.6,79.2,13.6,52.7,6.2,0.5,6.2,20.8,2.3,1.4,2.7,5.5,6.7,27.0,3.6999999999999997,8.2,47.9,NS,3.85,2,S_EXCLUSIVE_GREEN,45.0
23.333333333333332,-0.1736,0.9848,0,20.8,25.2,31.2,82.5,1.3,5.5,6.7,3.7,3.6,3.7,8.7,11.6,6.8,10.4,7.300000000000001,20.299999999999997,29.8,EW,2.62,4,W_EXCLUSIVE_GREEN,45.0
16.966666666666665,-0.9636,-0.2672,1,22.7,59.7,26.5,69.2,1.9,3.1,6.9,5.0,0.6,4.4,4.1,10.3,5.0,11.9,5.0,14.4,18.9,EW,2.62,4,W_EXCLUSIVE_GREEN,45.0
16.166666666666668,-0.887,-0.4617,0,108.0,31.6,25.2,26.6,17.3,9.5,4.9,12.5,1.0,6.9,8.3,3.0,26.8,17.4,7.9,11.3,44.3,NS,2.0,1,N_EXCLUSIVE_GREEN,45.0
5.066666666666666,0.9703,0.2419,0,32.6,20.4,20.9,23.2,3.0,4.1,2.3,2.7,0.5,3.6,4.5,5.0,7.1,5.0,4.1,9.5,15.3,NS,1.42,1,N_EXCLUSIVE_GREEN,26.6
21.916666666666668,-0.5188,0.8549,0,75.6,21.6,18.3,17.3,5.8,14.5,3.2,2.8,1.4,3.9,1.4,1.8,20.3,6.0,5.3,3.2,37.2,NS,3.27,1,N_EXCLUSIVE_GREEN,45.0
18.25,-0.9979,0.0654,1,23.3,87.3,19.7,52.5,0.9,2.2,7.5,18.4,2.7,4.5,7.6,13.1,3.1,25.9,7.2,20.7,45.0,NS,5.25,2,S_EXCLUSIVE_GREEN,45.0
18.633333333333333,-0.9863,0.165,1,24.5,129.8,16.8,72.6,1.3,3.3,7.2,22.5,2.6,4.5,3.5,8.9,4.6,29.7,7.1,12.4,58.3,NS,5.57,2,S_EXCLUSIVE_GREEN,45.0
1.65,0.4187,0.9081,0,17.8,24.1,53.3,25.6,0.2,2.3,0.4,7.0,5.5,12.4,1.4,4.3,2.5,7.4,17.9,5.699999999999999,33.2,EW,2.53,3,E_EXCLUSIVE_GREEN,45.0
8.216666666666667,0.8363,-0.5483,1,56.7,16.0,52.5,16.4,7.1,7.4,0.6,1.6,3.4,12.8,1.0,2.6,14.5,2.2,16.2,3.6,21.0,NS,4.38,1,N_EXCLUSIVE_GREEN,45.0
21.75,-0.5556,0.8315,0,19.6,25.7,124.6,24.9,3.1,2.0,2.1,6.5,13.2,33.0,3.4,2.1,5.1,8.6,46.2,5.5,88.4,EW,6.48,3,E_EXCLUSIVE_GREEN,45.0
12.133333333333333,-0.0349,-0.9994,0,20.5,23.5,30.8,36.2,3.0,6.2,2.2,5.0,2.0,2.2,2.7,10.7,9.2,7.2,4.2,13.399999999999999,16.8,EW,1.9,4,W_EXCLUSIVE_GREEN,40.0
9.483333333333333,0.6122,-0.7907,1,64.8,12.9,68.4,21.4,10.2,17.8,3.3,3.3,13.3,8.3,0.8,1.0,28.0,6.6,21.6,1.8,45.3,EW,5.36,3,E_EXCLUSIVE_GREEN,45.0
10.983333333333333,0.263,-0.9648,0,31.6,21.8,39.4,29.0,2.6,2.7,9.3,5.2,4.0,7.9,4.4,6.4,5.300000000000001,14.5,11.9,10.8,16.7,EW,1.16,0,BALANCED_PHASE,37.6
